IP:PORT, LOSS, DELAY
162.159.193.65:1701,100.00%,1000 ms
162.159.193.65:500,100.00%,1000 ms
162.159.193.31:4500,100.00%,1000 ms
162.159.193.138:4500,100.00%,1000 ms
162.159.193.26:1701,100.00%,1000 ms
162.159.193.139:1701,100.00%,1000 ms
162.159.193.240:500,100.00%,1000 ms
162.159.193.122:500,100.00%,1000 ms
162.159.193.79:4500,100.00%,1000 ms
162.159.193.250:2408,100.00%,1000 ms
162.159.193.57:1701,100.00%,1000 ms
162.159.193.64:1701,100.00%,1000 ms
162.159.193.58:500,100.00%,1000 ms
162.159.193.77:500,100.00%,1000 ms
162.159.193.239:4500,100.00%,1000 ms
162.159.193.61:4500,100.00%,1000 ms
162.159.193.22:4500,100.00%,1000 ms
162.159.193.239:500,100.00%,1000 ms
162.159.193.52:1701,100.00%,1000 ms
162.159.193.193:1701,100.00%,1000 ms
162.159.193.52:500,100.00%,1000 ms
162.159.193.22:500,100.00%,1000 ms
162.159.193.205:4500,100.00%,1000 ms
162.159.193.85:4500,100.00%,1000 ms
162.159.193.207:1701,100.00%,1000 ms
162.159.193.29:1701,100.00%,1000 ms
162.159.193.0:1701,100.00%,1000 ms
162.159.193.54:1701,100.00%,1000 ms
162.159.193.74:1701,100.00%,1000 ms
162.159.193.26:4500,100.00%,1000 ms
162.159.193.51:4500,100.00%,1000 ms
162.159.193.25:4500,100.00%,1000 ms
162.159.193.53:500,100.00%,1000 ms
162.159.193.82:1701,100.00%,1000 ms
162.159.193.81:500,100.00%,1000 ms
162.159.193.28:2408,100.00%,1000 ms
162.159.193.44:4500,100.00%,1000 ms
162.159.193.238:1701,100.00%,1000 ms
162.159.193.63:4500,100.00%,1000 ms
162.159.193.44:500,100.00%,1000 ms
162.159.193.25:1701,100.00%,1000 ms
162.159.193.63:500,100.00%,1000 ms
162.159.193.63:1701,100.00%,1000 ms
162.159.193.60:1701,100.00%,1000 ms
162.159.193.16:2408,100.00%,1000 ms
162.159.193.17:500,100.00%,1000 ms
162.159.193.16:500,100.00%,1000 ms
162.159.193.222:1701,100.00%,1000 ms
162.159.193.220:500,100.00%,1000 ms
162.159.193.40:4500,100.00%,1000 ms
162.159.193.24:4500,100.00%,1000 ms
162.159.193.24:1701,100.00%,1000 ms
162.159.193.40:500,100.00%,1000 ms
162.159.193.252:2408,100.00%,1000 ms
162.159.193.191:500,100.00%,1000 ms
162.159.193.12:2408,100.00%,1000 ms
162.159.193.21:4500,100.00%,1000 ms
162.159.193.146:1701,100.00%,1000 ms
162.159.193.71:500,100.00%,1000 ms
162.159.193.20:500,100.00%,1000 ms
162.159.193.146:2408,100.00%,1000 ms
162.159.193.79:2408,100.00%,1000 ms
162.159.193.20:1701,100.00%,1000 ms
162.159.193.54:500,100.00%,1000 ms
162.159.193.171:4500,100.00%,1000 ms
162.159.193.54:2408,100.00%,1000 ms
162.159.193.190:4500,100.00%,1000 ms
162.159.193.23:4500,100.00%,1000 ms
162.159.193.73:4500,100.00%,1000 ms
162.159.193.15:4500,100.00%,1000 ms
162.159.193.66:2408,100.00%,1000 ms
162.159.193.15:1701,100.00%,1000 ms
162.159.193.46:4500,100.00%,1000 ms
162.159.193.243:1701,100.00%,1000 ms
162.159.193.17:4500,100.00%,1000 ms
162.159.193.11:500,100.00%,1000 ms
162.159.193.247:4500,100.00%,1000 ms
162.159.193.218:2408,100.00%,1000 ms
162.159.193.17:1701,100.00%,1000 ms
162.159.193.66:1701,100.00%,1000 ms
162.159.193.47:500,100.00%,1000 ms
162.159.193.46:2408,100.00%,1000 ms
162.159.193.68:4500,100.00%,1000 ms
162.159.193.110:1701,100.00%,1000 ms
162.159.193.253:4500,100.00%,1000 ms
162.159.193.70:4500,100.00%,1000 ms
162.159.193.35:1701,100.00%,1000 ms
162.159.193.68:1701,100.00%,1000 ms
162.159.193.119:500,100.00%,1000 ms
162.159.193.67:2408,100.00%,1000 ms
162.159.193.141:4500,100.00%,1000 ms
162.159.193.128:500,100.00%,1000 ms
162.159.193.253:1701,100.00%,1000 ms
162.159.193.206:500,100.00%,1000 ms
162.159.193.168:500,100.00%,1000 ms
162.159.193.218:1701,100.00%,1000 ms
162.159.193.62:4500,100.00%,1000 ms
162.159.193.253:500,100.00%,1000 ms
162.159.193.31:1701,100.00%,1000 ms
162.159.193.245:1701,100.00%,1000 ms
162.159.193.245:2408,100.00%,1000 ms
162.159.193.31:500,100.00%,1000 ms
162.159.193.231:1701,100.00%,1000 ms
162.159.193.32:4500,100.00%,1000 ms
162.159.193.91:1701,100.00%,1000 ms
162.159.193.69:4500,100.00%,1000 ms
162.159.193.32:1701,100.00%,1000 ms
162.159.193.69:2408,100.00%,1000 ms
162.159.193.113:500,100.00%,1000 ms
162.159.193.27:4500,100.00%,1000 ms
162.159.193.22:2408,100.00%,1000 ms
162.159.193.246:4500,100.00%,1000 ms
162.159.193.22:1701,100.00%,1000 ms
162.159.193.18:2408,100.00%,1000 ms
162.159.193.18:4500,100.00%,1000 ms
162.159.193.0:2408,100.00%,1000 ms
162.159.193.246:1701,100.00%,1000 ms
162.159.193.18:1701,100.00%,1000 ms
162.159.193.27:2408,100.00%,1000 ms
162.159.193.27:500,100.00%,1000 ms
162.159.193.250:1701,100.00%,1000 ms
162.159.193.29:4500,100.00%,1000 ms
162.159.193.53:4500,100.00%,1000 ms
162.159.193.48:2408,100.00%,1000 ms
162.159.193.72:2408,100.00%,1000 ms
162.159.193.87:4500,100.00%,1000 ms
162.159.193.48:1701,100.00%,1000 ms
162.159.193.45:500,100.00%,1000 ms
162.159.193.40:2408,100.00%,1000 ms
162.159.193.90:2408,100.00%,1000 ms
162.159.193.60:500,100.00%,1000 ms
162.159.193.56:2408,100.00%,1000 ms
162.159.193.28:4500,100.00%,1000 ms
162.159.193.56:1701,100.00%,1000 ms
162.159.193.53:2408,100.00%,1000 ms
162.159.193.108:2408,100.00%,1000 ms
162.159.193.56:500,100.00%,1000 ms
162.159.193.251:4500,100.00%,1000 ms
162.159.193.12:4500,100.00%,1000 ms
162.159.193.20:4500,100.00%,1000 ms
162.159.193.74:500,100.00%,1000 ms
162.159.193.20:2408,100.00%,1000 ms
162.159.193.249:1701,100.00%,1000 ms
162.159.193.24:500,100.00%,1000 ms
162.159.193.113:4500,100.00%,1000 ms
162.159.193.36:1701,100.00%,1000 ms
162.159.193.55:4500,100.00%,1000 ms
162.159.193.149:2408,100.00%,1000 ms
162.159.193.37:1701,100.00%,1000 ms
162.159.193.248:500,100.00%,1000 ms
162.159.193.111:500,100.00%,1000 ms
162.159.193.23:2408,100.00%,1000 ms
162.159.193.249:500,100.00%,1000 ms
162.159.193.35:4500,100.00%,1000 ms
162.159.193.19:4500,100.00%,1000 ms
162.159.193.11:2408,100.00%,1000 ms
162.159.193.16:4500,100.00%,1000 ms
162.159.193.109:500,100.00%,1000 ms
162.159.193.23:500,100.00%,1000 ms
162.159.193.49:500,100.00%,1000 ms
162.159.193.49:1701,100.00%,1000 ms
162.159.193.13:4500,100.00%,1000 ms
162.159.193.19:1701,100.00%,1000 ms
162.159.193.13:1701,100.00%,1000 ms
162.159.193.19:2408,100.00%,1000 ms
162.159.193.13:2408,100.00%,1000 ms
162.159.193.47:4500,100.00%,1000 ms
162.159.193.19:500,100.00%,1000 ms
162.159.193.17:2408,100.00%,1000 ms
162.159.193.241:1701,100.00%,1000 ms
162.159.193.110:500,100.00%,1000 ms
162.159.193.241:2408,100.00%,1000 ms
162.159.193.76:500,100.00%,1000 ms
162.159.193.109:4500,100.00%,1000 ms
162.159.193.38:4500,100.00%,1000 ms
162.159.193.38:500,100.00%,1000 ms
162.159.193.46:500,100.00%,1000 ms
162.159.193.14:2408,100.00%,1000 ms
162.159.193.14:1701,100.00%,1000 ms
162.159.193.226:2408,100.00%,1000 ms
162.159.193.203:500,100.00%,1000 ms
162.159.193.42:4500,100.00%,1000 ms
162.159.193.37:4500,100.00%,1000 ms
162.159.193.242:2408,100.00%,1000 ms
162.159.192.103:4500,100.00%,1000 ms
162.159.192.119:2408,100.00%,1000 ms
162.159.193.216:500,100.00%,1000 ms
162.159.192.48:500,100.00%,1000 ms
162.159.193.227:4500,100.00%,1000 ms
162.159.193.132:2408,100.00%,1000 ms
162.159.192.60:1701,100.00%,1000 ms
162.159.192.7:4500,100.00%,1000 ms
162.159.193.132:4500,100.00%,1000 ms
162.159.192.60:2408,100.00%,1000 ms
162.159.192.6:500,100.00%,1000 ms
162.159.192.7:2408,100.00%,1000 ms
162.159.193.215:2408,100.00%,1000 ms
162.159.193.37:2408,100.00%,1000 ms
162.159.192.4:2408,100.00%,1000 ms
162.159.192.9:2408,100.00%,1000 ms
162.159.192.4:4500,100.00%,1000 ms
162.159.192.9:4500,100.00%,1000 ms
162.159.192.7:500,100.00%,1000 ms
162.159.192.10:500,100.00%,1000 ms
162.159.193.213:2408,100.00%,1000 ms
162.159.192.10:1701,100.00%,1000 ms
162.159.192.7:1701,100.00%,1000 ms
162.159.193.235:4500,100.00%,1000 ms
162.159.193.246:2408,100.00%,1000 ms
162.159.192.9:1701,100.00%,1000 ms
162.159.192.6:4500,100.00%,1000 ms
162.159.193.78:2408,100.00%,1000 ms
162.159.193.125:2408,100.00%,1000 ms
162.159.193.14:500,100.00%,1000 ms
162.159.192.1:4500,100.00%,1000 ms
162.159.193.54:4500,100.00%,1000 ms
162.159.192.10:2408,100.00%,1000 ms
162.159.193.52:2408,100.00%,1000 ms
162.159.192.1:2408,100.00%,1000 ms
162.159.192.6:1701,100.00%,1000 ms
162.159.192.10:4500,100.00%,1000 ms
162.159.192.3:1701,100.00%,1000 ms
162.159.192.1:500,100.00%,1000 ms
162.159.192.3:500,100.00%,1000 ms
162.159.192.3:2408,100.00%,1000 ms
162.159.192.2:4500,100.00%,1000 ms
162.159.192.2:500,100.00%,1000 ms
162.159.193.147:2408,100.00%,1000 ms
162.159.192.4:500,100.00%,1000 ms
162.159.192.1:1701,100.00%,1000 ms
162.159.193.228:500,100.00%,1000 ms
162.159.192.4:1701,100.00%,1000 ms
162.159.192.9:500,100.00%,1000 ms
162.159.192.2:2408,100.00%,1000 ms
162.159.192.2:1701,100.00%,1000 ms
162.159.192.3:4500,100.00%,1000 ms
162.159.192.6:2408,100.00%,1000 ms
162.159.193.75:1701,100.00%,1000 ms
162.159.193.146:4500,100.00%,1000 ms
162.159.193.32:500,100.00%,1000 ms
162.159.193.245:4500,100.00%,1000 ms
162.159.193.230:4500,100.00%,1000 ms
162.159.193.35:500,100.00%,1000 ms
162.159.193.30:2408,100.00%,1000 ms
162.159.193.198:1701,100.00%,1000 ms
162.159.193.226:500,100.00%,1000 ms
162.159.193.235:2408,100.00%,1000 ms
162.159.193.230:2408,100.00%,1000 ms
162.159.193.202:1701,100.00%,1000 ms
162.159.193.31:2408,100.00%,1000 ms
162.159.193.25:2408,100.00%,1000 ms
162.159.193.129:4500,100.00%,1000 ms
162.159.193.18:500,100.00%,1000 ms
162.159.193.30:1701,100.00%,1000 ms
162.159.193.200:4500,100.00%,1000 ms
162.159.193.228:2408,100.00%,1000 ms
162.159.193.77:1701,100.00%,1000 ms
162.159.193.29:500,100.00%,1000 ms
162.159.193.27:1701,100.00%,1000 ms
162.159.193.200:1701,100.00%,1000 ms
162.159.193.237:4500,100.00%,1000 ms
162.159.193.28:500,100.00%,1000 ms
162.159.193.16:1701,100.00%,1000 ms
162.159.193.225:1701,100.00%,1000 ms
162.159.193.195:4500,100.00%,1000 ms
162.159.193.225:2408,100.00%,1000 ms
162.159.193.24:2408,100.00%,1000 ms
162.159.193.195:2408,100.00%,1000 ms
162.159.193.57:4500,100.00%,1000 ms
162.159.193.15:2408,100.00%,1000 ms
162.159.193.15:500,100.00%,1000 ms
162.159.193.61:500,100.00%,1000 ms
162.159.193.212:500,100.00%,1000 ms
162.159.193.237:2408,100.00%,1000 ms
162.159.193.197:4500,100.00%,1000 ms
162.159.193.214:500,100.00%,1000 ms
162.159.193.237:500,100.00%,1000 ms
162.159.193.58:4500,100.00%,1000 ms
162.159.193.194:1701,100.00%,1000 ms
162.159.193.225:4500,100.00%,1000 ms
162.159.193.224:4500,100.00%,1000 ms
162.159.193.179:2408,100.00%,1000 ms
162.159.193.253:2408,100.00%,1000 ms
162.159.193.127:2408,100.00%,1000 ms
162.159.193.127:1701,100.00%,1000 ms
162.159.193.243:500,100.00%,1000 ms
162.159.193.126:500,100.00%,1000 ms
162.159.193.211:1701,100.00%,1000 ms
162.159.193.208:2408,100.00%,1000 ms
162.159.193.209:1701,100.00%,1000 ms
162.159.193.238:2408,100.00%,1000 ms
162.159.193.239:2408,100.00%,1000 ms
162.159.193.208:500,100.00%,1000 ms
162.159.193.239:1701,100.00%,1000 ms
162.159.193.211:2408,100.00%,1000 ms
162.159.193.172:1701,100.00%,1000 ms
162.159.193.220:1701,100.00%,1000 ms
162.159.193.118:2408,100.00%,1000 ms
162.159.193.95:4500,100.00%,1000 ms
162.159.193.29:2408,100.00%,1000 ms
162.159.193.116:2408,100.00%,1000 ms
162.159.193.191:4500,100.00%,1000 ms
162.159.193.0:4500,100.00%,1000 ms
162.159.193.193:500,100.00%,1000 ms
162.159.193.250:4500,100.00%,1000 ms
162.159.193.0:500,100.00%,1000 ms
162.159.193.252:4500,100.00%,1000 ms
162.159.193.221:2408,100.00%,1000 ms
162.159.193.150:4500,100.00%,1000 ms
162.159.193.219:500,100.00%,1000 ms
162.159.193.171:500,100.00%,1000 ms
162.159.193.84:4500,100.00%,1000 ms
162.159.193.131:4500,100.00%,1000 ms
162.159.193.114:1701,100.00%,1000 ms
162.159.193.247:2408,100.00%,1000 ms
162.159.193.166:4500,100.00%,1000 ms
162.159.193.131:1701,100.00%,1000 ms
162.159.193.136:1701,100.00%,1000 ms
162.159.193.140:1701,100.00%,1000 ms
162.159.193.217:500,100.00%,1000 ms
162.159.193.188:500,100.00%,1000 ms
162.159.193.115:500,100.00%,1000 ms
162.159.193.153:4500,100.00%,1000 ms
162.159.193.189:2408,100.00%,1000 ms
162.159.193.249:4500,100.00%,1000 ms
162.159.193.147:500,100.00%,1000 ms
162.159.193.203:4500,100.00%,1000 ms
162.159.193.187:4500,100.00%,1000 ms
162.159.193.135:1701,100.00%,1000 ms
162.159.193.136:4500,100.00%,1000 ms
162.159.193.203:1701,100.00%,1000 ms
162.159.193.165:4500,100.00%,1000 ms
162.159.193.135:2408,100.00%,1000 ms
162.159.193.165:2408,100.00%,1000 ms
162.159.193.164:500,100.00%,1000 ms
162.159.193.232:1701,100.00%,1000 ms
162.159.193.229:1701,100.00%,1000 ms
162.159.193.229:500,100.00%,1000 ms
162.159.193.201:500,100.00%,1000 ms
162.159.193.204:4500,100.00%,1000 ms
162.159.193.226:4500,100.00%,1000 ms
162.159.193.101:500,100.00%,1000 ms
162.159.193.151:4500,100.00%,1000 ms
162.159.193.151:2408,100.00%,1000 ms
162.159.193.235:500,100.00%,1000 ms
162.159.193.199:2408,100.00%,1000 ms
162.159.193.182:4500,100.00%,1000 ms
162.159.193.227:500,100.00%,1000 ms
162.159.193.101:4500,100.00%,1000 ms
162.159.193.185:4500,100.00%,1000 ms
162.159.193.216:4500,100.00%,1000 ms
162.159.193.228:4500,100.00%,1000 ms
162.159.193.165:500,100.00%,1000 ms
162.159.193.147:4500,100.00%,1000 ms
162.159.193.121:4500,100.00%,1000 ms
162.159.193.198:500,100.00%,1000 ms
162.159.193.158:1701,100.00%,1000 ms
162.159.193.242:4500,100.00%,1000 ms
162.159.193.146:500,100.00%,1000 ms
162.159.193.216:2408,100.00%,1000 ms
162.159.193.161:2408,100.00%,1000 ms
162.159.193.107:1701,100.00%,1000 ms
162.159.193.244:2408,100.00%,1000 ms
162.159.193.158:500,100.00%,1000 ms
162.159.193.242:500,100.00%,1000 ms
162.159.193.161:500,100.00%,1000 ms
162.159.193.181:4500,100.00%,1000 ms
162.159.193.181:500,100.00%,1000 ms
162.159.193.244:1701,100.00%,1000 ms
162.159.193.134:2408,100.00%,1000 ms
162.159.193.145:2408,100.00%,1000 ms
162.159.193.176:1701,100.00%,1000 ms
162.159.193.180:1701,100.00%,1000 ms
162.159.193.185:1701,100.00%,1000 ms
162.159.193.197:2408,100.00%,1000 ms
162.159.193.155:1701,100.00%,1000 ms
162.159.193.142:4500,100.00%,1000 ms
162.159.193.198:2408,100.00%,1000 ms
162.159.193.142:2408,100.00%,1000 ms
162.159.193.211:500,100.00%,1000 ms
162.159.193.155:4500,100.00%,1000 ms
162.159.193.118:500,100.00%,1000 ms
162.159.193.238:4500,100.00%,1000 ms
162.159.193.209:500,100.00%,1000 ms
162.159.193.170:1701,100.00%,1000 ms
162.159.193.138:2408,100.00%,1000 ms
162.159.193.137:2408,100.00%,1000 ms
162.159.193.170:500,100.00%,1000 ms
162.159.193.222:4500,100.00%,1000 ms
162.159.193.222:2408,100.00%,1000 ms
162.159.193.173:2408,100.00%,1000 ms
162.159.193.207:2408,100.00%,1000 ms
162.159.193.191:1701,100.00%,1000 ms
162.159.193.191:2408,100.00%,1000 ms
162.159.193.218:4500,100.00%,1000 ms
162.159.193.223:4500,100.00%,1000 ms
162.159.193.224:1701,100.00%,1000 ms
162.159.193.171:1701,100.00%,1000 ms
162.159.193.193:4500,100.00%,1000 ms
162.159.193.218:500,100.00%,1000 ms
162.159.193.127:500,100.00%,1000 ms
162.159.193.167:500,100.00%,1000 ms
162.159.193.192:4500,100.00%,1000 ms
162.159.193.190:2408,100.00%,1000 ms
162.159.193.168:1701,100.00%,1000 ms
162.159.193.150:1701,100.00%,1000 ms
162.159.193.114:4500,100.00%,1000 ms
162.159.193.189:500,100.00%,1000 ms
162.159.193.167:1701,100.00%,1000 ms
162.159.193.204:2408,100.00%,1000 ms
162.159.193.149:1701,100.00%,1000 ms
162.159.193.164:4500,100.00%,1000 ms
162.159.193.163:500,100.00%,1000 ms
162.159.193.232:4500,100.00%,1000 ms
162.159.193.164:2408,100.00%,1000 ms
162.159.193.232:2408,100.00%,1000 ms
162.159.193.233:2408,100.00%,1000 ms
162.159.193.234:500,100.00%,1000 ms
162.159.193.162:4500,100.00%,1000 ms
162.159.193.162:500,100.00%,1000 ms
162.159.193.227:2408,100.00%,1000 ms
162.159.193.148:4500,100.00%,1000 ms
162.159.193.210:500,100.00%,1000 ms
162.159.193.71:4500,100.00%,1000 ms
162.159.193.215:1701,100.00%,1000 ms
162.159.193.185:2408,100.00%,1000 ms
162.159.193.158:2408,100.00%,1000 ms
162.159.193.210:1701,100.00%,1000 ms
162.159.193.121:500,100.00%,1000 ms
162.159.193.224:2408,100.00%,1000 ms
162.159.193.160:500,100.00%,1000 ms
162.159.193.145:4500,100.00%,1000 ms
162.159.193.159:4500,100.00%,1000 ms
162.159.193.159:1701,100.00%,1000 ms
162.159.193.159:500,100.00%,1000 ms
162.159.193.214:4500,100.00%,1000 ms
162.159.193.224:500,100.00%,1000 ms
162.159.193.176:2408,100.00%,1000 ms
162.159.193.144:4500,100.00%,1000 ms
162.159.193.183:2408,100.00%,1000 ms
162.159.193.184:4500,100.00%,1000 ms
162.159.193.155:500,100.00%,1000 ms
162.159.193.196:2408,100.00%,1000 ms
162.159.193.177:1701,100.00%,1000 ms
162.159.193.195:500,100.00%,1000 ms
162.159.193.156:500,100.00%,1000 ms
162.159.193.143:2408,100.00%,1000 ms
162.159.193.119:2408,100.00%,1000 ms
162.159.193.177:2408,100.00%,1000 ms
162.159.193.170:2408,100.00%,1000 ms
162.159.193.174:2408,100.00%,1000 ms
162.159.193.142:1701,100.00%,1000 ms
162.159.193.152:1701,100.00%,1000 ms
162.159.193.102:500,100.00%,1000 ms
162.159.193.140:2408,100.00%,1000 ms
162.159.193.172:4500,100.00%,1000 ms
162.159.193.194:2408,100.00%,1000 ms
162.159.193.205:2408,100.00%,1000 ms
162.159.193.220:2408,100.00%,1000 ms
162.159.193.219:4500,100.00%,1000 ms
162.159.193.136:500,100.00%,1000 ms
162.159.193.126:2408,100.00%,1000 ms
162.159.193.130:2408,100.00%,1000 ms
162.159.193.115:2408,100.00%,1000 ms
162.159.193.169:2408,100.00%,1000 ms
162.159.193.169:4500,100.00%,1000 ms
162.159.193.169:1701,100.00%,1000 ms
162.159.193.192:500,100.00%,1000 ms
162.159.193.173:1701,100.00%,1000 ms
162.159.193.129:1701,100.00%,1000 ms
162.159.193.114:2408,100.00%,1000 ms
162.159.193.207:4500,100.00%,1000 ms
162.159.193.125:4500,100.00%,1000 ms
162.159.193.124:1701,100.00%,1000 ms
162.159.193.190:500,100.00%,1000 ms
162.159.193.217:2408,100.00%,1000 ms
162.159.193.189:4500,100.00%,1000 ms
162.159.193.112:2408,100.00%,1000 ms
162.159.193.132:500,100.00%,1000 ms
162.159.193.207:500,100.00%,1000 ms
162.159.193.163:1701,100.00%,1000 ms
162.159.193.187:2408,100.00%,1000 ms
162.159.193.187:1701,100.00%,1000 ms
162.159.193.201:2408,100.00%,1000 ms
162.159.193.201:1701,100.00%,1000 ms
162.159.193.186:2408,100.00%,1000 ms
162.159.193.165:1701,100.00%,1000 ms
162.159.193.186:500,100.00%,1000 ms
162.159.193.204:1701,100.00%,1000 ms
162.159.193.157:1701,100.00%,1000 ms
162.159.193.148:1701,100.00%,1000 ms
162.159.193.121:2408,100.00%,1000 ms
162.159.193.161:4500,100.00%,1000 ms
162.159.193.202:4500,100.00%,1000 ms
162.159.193.159:2408,100.00%,1000 ms
162.159.193.202:2408,100.00%,1000 ms
162.159.193.176:500,100.00%,1000 ms
162.159.193.155:2408,100.00%,1000 ms
162.159.193.183:4500,100.00%,1000 ms
162.159.193.214:2408,100.00%,1000 ms
162.159.193.144:2408,100.00%,1000 ms
162.159.193.200:500,100.00%,1000 ms
162.159.193.184:2408,100.00%,1000 ms
162.159.193.175:500,100.00%,1000 ms
162.159.193.145:500,100.00%,1000 ms
162.159.193.156:1701,100.00%,1000 ms
162.159.193.147:1701,100.00%,1000 ms
162.159.193.104:4500,100.00%,1000 ms
162.159.193.152:2408,100.00%,1000 ms
162.159.193.152:4500,100.00%,1000 ms
162.159.193.206:2408,100.00%,1000 ms
162.159.193.118:4500,100.00%,1000 ms
162.159.193.140:500,100.00%,1000 ms
162.159.193.153:2408,100.00%,1000 ms
162.159.193.172:2408,100.00%,1000 ms
162.159.193.174:500,100.00%,1000 ms
162.159.193.138:1701,100.00%,1000 ms
162.159.193.134:4500,100.00%,1000 ms
162.159.193.139:4500,100.00%,1000 ms
162.159.193.137:500,100.00%,1000 ms
162.159.193.134:500,100.00%,1000 ms
162.159.193.168:2408,100.00%,1000 ms
162.159.193.169:500,100.00%,1000 ms
162.159.193.133:2408,100.00%,1000 ms
162.159.193.166:1701,100.00%,1000 ms
162.159.193.129:500,100.00%,1000 ms
162.159.193.129:2408,100.00%,1000 ms
162.159.193.124:2408,100.00%,1000 ms
162.159.193.125:1701,100.00%,1000 ms
162.159.193.188:2408,100.00%,1000 ms
162.159.193.150:2408,100.00%,1000 ms
162.159.193.163:4500,100.00%,1000 ms
162.159.193.96:500,100.00%,1000 ms
162.159.193.77:4500,100.00%,1000 ms
162.159.193.81:2408,100.00%,1000 ms
162.159.193.188:4500,100.00%,1000 ms
162.159.193.98:1701,100.00%,1000 ms
162.159.193.201:4500,100.00%,1000 ms
162.159.193.112:4500,100.00%,1000 ms
162.159.193.99:500,100.00%,1000 ms
162.159.193.149:500,100.00%,1000 ms
162.159.193.111:4500,100.00%,1000 ms
162.159.193.93:4500,100.00%,1000 ms
162.159.193.199:4500,100.00%,1000 ms
162.159.193.120:4500,100.00%,1000 ms
162.159.193.144:1701,100.00%,1000 ms
162.159.193.187:500,100.00%,1000 ms
162.159.193.120:1701,100.00%,1000 ms
162.159.193.157:2408,100.00%,1000 ms
162.159.193.157:4500,100.00%,1000 ms
162.159.193.121:1701,100.00%,1000 ms
162.159.193.200:2408,100.00%,1000 ms
162.159.193.182:2408,100.00%,1000 ms
162.159.193.107:500,100.00%,1000 ms
162.159.193.67:1701,100.00%,1000 ms
162.159.193.180:4500,100.00%,1000 ms
162.159.193.141:1701,100.00%,1000 ms
162.159.193.7:2408,100.00%,1000 ms
162.159.193.177:4500,100.00%,1000 ms
162.159.193.160:2408,100.00%,1000 ms
162.159.193.175:1701,100.00%,1000 ms
162.159.193.180:2408,100.00%,1000 ms
162.159.193.119:4500,100.00%,1000 ms
162.159.193.156:4500,100.00%,1000 ms
162.159.193.6:2408,100.00%,1000 ms
162.159.193.184:1701,100.00%,1000 ms
162.159.193.183:1701,100.00%,1000 ms
162.159.193.6:500,100.00%,1000 ms
162.159.193.105:4500,100.00%,1000 ms
162.159.193.105:1701,100.00%,1000 ms
162.159.193.184:500,100.00%,1000 ms
162.159.193.117:4500,100.00%,1000 ms
162.159.193.152:500,100.00%,1000 ms
162.159.193.119:1701,100.00%,1000 ms
162.159.193.185:500,100.00%,1000 ms
162.159.193.154:4500,100.00%,1000 ms
162.159.193.154:1701,100.00%,1000 ms
162.159.193.3:500,100.00%,1000 ms
162.159.193.116:1701,100.00%,1000 ms
162.159.193.154:500,100.00%,1000 ms
162.159.193.116:500,100.00%,1000 ms
162.159.193.151:500,100.00%,1000 ms
162.159.193.2:2408,100.00%,1000 ms
162.159.193.177:500,100.00%,1000 ms
162.159.193.103:4500,100.00%,1000 ms
162.159.193.174:1701,100.00%,1000 ms
162.159.193.134:1701,100.00%,1000 ms
162.159.193.117:1701,100.00%,1000 ms
162.159.193.172:500,100.00%,1000 ms
162.159.193.136:2408,100.00%,1000 ms
162.159.193.126:4500,100.00%,1000 ms
162.159.193.178:4500,100.00%,1000 ms
162.159.193.178:1701,100.00%,1000 ms
162.159.193.166:2408,100.00%,1000 ms
162.159.193.123:4500,100.00%,1000 ms
162.159.193.151:1701,100.00%,1000 ms
162.159.193.167:2408,100.00%,1000 ms
162.159.193.123:2408,100.00%,1000 ms
162.159.193.166:500,100.00%,1000 ms
162.159.193.193:2408,100.00%,1000 ms
162.159.193.153:1701,100.00%,1000 ms
162.159.193.133:4500,100.00%,1000 ms
162.159.193.125:500,100.00%,1000 ms
162.159.193.123:1701,100.00%,1000 ms
162.159.193.127:4500,100.00%,1000 ms
162.159.193.190:1701,100.00%,1000 ms
162.159.193.168:4500,100.00%,1000 ms
162.159.193.173:4500,100.00%,1000 ms
162.159.193.153:500,100.00%,1000 ms
162.159.193.124:500,100.00%,1000 ms
162.159.193.133:500,100.00%,1000 ms
162.159.193.132:1701,100.00%,1000 ms
162.159.193.122:4500,100.00%,1000 ms
162.159.193.82:500,100.00%,1000 ms
162.159.193.188:1701,100.00%,1000 ms
162.159.193.173:500,100.00%,1000 ms
162.159.193.78:4500,100.00%,1000 ms
162.159.193.99:4500,100.00%,1000 ms
162.159.193.164:1701,100.00%,1000 ms
162.159.193.93:1701,100.00%,1000 ms
162.159.193.162:1701,100.00%,1000 ms
162.159.193.111:2408,100.00%,1000 ms
162.159.193.109:2408,100.00%,1000 ms
162.159.193.183:500,100.00%,1000 ms
162.159.193.163:2408,100.00%,1000 ms
162.159.193.108:4500,100.00%,1000 ms
162.159.193.108:500,100.00%,1000 ms
162.159.193.74:4500,100.00%,1000 ms
162.159.193.157:500,100.00%,1000 ms
162.159.193.122:1701,100.00%,1000 ms
162.159.193.70:500,100.00%,1000 ms
162.159.193.106:1701,100.00%,1000 ms
162.159.193.160:1701,100.00%,1000 ms
162.159.193.181:2408,100.00%,1000 ms
162.159.193.175:4500,100.00%,1000 ms
162.159.193.175:2408,100.00%,1000 ms
162.159.193.141:2408,100.00%,1000 ms
162.159.193.144:500,100.00%,1000 ms
162.159.193.105:2408,100.00%,1000 ms
162.159.193.106:500,100.00%,1000 ms
162.159.193.156:2408,100.00%,1000 ms
162.159.193.103:1701,100.00%,1000 ms
